"","genre","followers"
"5603","haitian dance",7860
"4458","ambient psychill",7825
"4459"," psychill",7825
"5722","dutch underground hip hop",7774
"5157","tassie indie",7770
"5725","psychedelic jazz fusion",7768
"1225","indie catracho",7741
"7041","portsmouth indie",7720
"5319","canadian underground hip hop",7712
"6891","french worship",7630
"7344","chant religieux",7630
"7291","re:techno",7613
"3931"," instrumental rock",7487
"6177","indian instrumental rock",7487
"7321","japanese celtic",7467
"5923","narodno zabavna",7411
"6961","detskie pesni",7410
"5794","classical horn",7390
"2898","hip hop boliviano",7289
"5332","swazi pop",7284
"7670","bandura",7232
"6366","villancicos",7189
"3911","classic dutch pop",7182
"5641","hungarian contemporary classical",7148
"7720","portuguese metal",7119
"5380","svensk lovsang",7098
"5128","lounge house",7073
"7077","instrumental acoustic guitar",7000
"6130","german ccm",6994
"4203","eletronica underground brasileira",6980
"1538","korean soundtrack",6940
"6759","boston hardcore",6901
"2211","dansk comedy",6871
"6968","greek folk",6866
"3838","breton folk",6859
"5518","dubstep product",6842
"7128","background piano",6776
"7551","moroccan traditional",6557
"5376","bulgarian folk",6546
"3371","musica madeirense",6532
"4514","gabonese pop",6469
"4757","cumbia funk",6466
"6575","maltese hip hop",6457
"4778","finnish choir",6396
"4046","swiss classical piano",6327
"5210","cantaditas",6326
"7443","mexican post-rock",6323
"1160","romanian indie",6247
"7327","progressive alternative",6209
"7169","chabad niggunim",6181
"4561","early us punk",6157
"5287","icelandic choir",6137
"3179"," early music",6124
"5302","hammered dulcimer",6102
"1779","tribute",6099
"4618","deep funk house",6094
"7699","glitchbreak",6093
"6533","bath indie",6076
"4724","musica sinfonica",6053
"4978","opera chorus",6001
"6930","newfoundland indie",5986
"7130","bosnian electronic",5978
"6548","hardcore breaks",5969
"6959","musica potosina",5963
"4665","american early music",5933
"3744","myanmar indie",5924
"4845","dark psytrance",5859
"4643","brass ensemble",5778
"7234","baroque cello",5776
"5892","ugandan gospel",5750
"6164","ainu folk",5731
"6984","merida indie",5678
"7524","sevilla indie",5656
"5778","afrikaans folk",5639
"4524","kritika",5624
"7105"," finnish jazz",5603
"5740","canti alpini",5596
"7461","kenyan drill",5493
"3768","swedish post-punk",5421
"5165","malayalam worship",5342
"7191","leon gto indie",5269
"7017","bluegrass fiddle",5265
"5459","gymcore",5223
"5352","italian blues",5193
"7700","italian industrial",5114
"5913","baja indie",5103
"7444","nordic ambient",5038
"3434","neo-manele",5022
"7834","traditional rockabilly",5013
"811","new jack smooth",4968
"7777","swedish experimental",4951
"7162","scottish indie folk",4945
"2882","detske pisnicky",4894
"5344"," marching band",4894
"5262","rap galego",4893
"7186","danish experimental",4877
"5258","bajki",4845
"2165","rozpravky",4838
"7182","danish choir",4793
"7402","forro manauara",4787
"5472","classic praise",4731
"2791","thai instrumental",4721
"7602","slovenian hip hop",4685
"7553","progressive breaks",4639
"317"," moroccan pop",4636
"4484","classic moroccan pop",4636
"7651","gyerekdalok",4611
"5553","disney svenska",4573
"6873","rap metalcore",4568
"5858","new hampshire indie",4545
"6148","estonian jazz",4540
"5134","classic sudanese pop",4496
"2239","hjemmesnekk",4490
"4753","dark progressive house",4490
"6633","afrikaans gospel",4423
"5549","experimental dubstep",4418
"4843","classical bassoon",4414
"7296","sinhala edm",4408
"6938","italian power metal",4386
"3701","singaporean indie",4381
"7793","italian hardcore",4329
"6074","greenlandic pop",4304
"5941","prog metal",4276
"4122","oth indie",4230
"6903","greek indie rock",4205
"6457","antilliaanse folklore",4178
"3748"," mantra",4158
"7184","tibetan mantra",4158
"6012","serbian indie",4133
"7616","indie shoegaze",4132
"6354","sardinia indie",4097
"4697","early synthpop",4081
"4312","h8000",4073
"5861","ambient fusion",4065
"5951","french death metal",4007
"4180","czech jazz",3964
"6469","experimental indie",3957
"35"," nu metal",3940
"6496","russian nu metal",3940
"1607","lustrum",3938
"7138","industrial hardcore",3926
"6298","south african modern jazz",3917
"7533","galway indie",3898
"3698","italian new wave",3876
"6675","indie paraense",3870
"5138","chilean metal",3850
"6952","zespol dzieciecy",3848
"6914","polish ambient",3845
"6620","fussball",3843
"3230","idol game",3828
"5309","classic eurovision",3805
"6618","dreampunk",3783
"5388","rap gabonais",3778
"6317","seychelles pop",3778
"7608","brazilian indie rock",3755
"6754","mongolian alternative",3703
"7397","disney portugues brasil",3661
"7279","christian hardcore",3627
"6821","kashmiri pop",3626
"7366","bodo pop",3626
"5108","light music",3608
"7333","balafon",3605
"6739","zim hip hop",3570
"2859","australian comedy",3528
"7200","connecticut hardcore",3509
"3795","cosmic uplifting trance",3503
"6460","psychedelic folk rock",3500
"6556","brasilia indie",3496
"5523","orthodox chant",3461
"7837","musica londrinense",3454
"4545","musica sul-mato-grossense",3446
"4345","telugu worship",3425
"5144","covertrance",3421
"6805","guam indie",3418
"5678","folclore castilla y leon",3390
"2742","qanun",3369
"5343","bagpipe marching band",3355
"4150"," highlife",3312
"6636","old school highlife",3312
"6798","sambalpuri pop",3259
"4705","memphis americana",3254
"6261","adoracion pentecostal",3226
"5934","deep darkpsy",3223
"7157","hampton roads indie",3184
"7552","chamame brasilero",3173
"6531","narodnozabavna",3148
"4338","italian bass",3138
"6847","maloya",3122
"6506","worcester ma indie",3121
"7790","guyanese pop",3110
"5724","corrosion",3096
"6371","orkiestra symfoniczna",3093
"1824","chinese soundtrack",3087
"5146","malawian folk",3087
"4546","cuatro puertorriqueno",3085
"4497","israeli folk",3064
"6674","downtempo fusion",3048
"6817","korean experimental",3048
"5438","indonesian electronic",3027
"6985","hardingfele",3007
"6897","outer hip hop",2981
"429","georgian alternative",2920
"7153","trekkspill",2918
"7472","celtic harp",2907
"6723","austrian punk",2862
"7717","israelite hip hop",2860
"5083","czech electronic",2846
"999"," filthstep",2825
"4176","deep filthstep",2825
"4922","vermont indie",2773
"3254","goralski",2770
"4939","deutsch disney",2758
"5077","baps",2685
"5781","italian choir",2674
"6041","jazz caraibes",2662
"1051","bernu dziesmas",2615
"5297","svensk indie",2608
"4869","experimental indie rock",2596
"7711","british electroacoustic",2585
"7427","saxophone trio",2521
"6007","afro-cuban traditional",2461
"7453","mindfulness",2454
"1048"," bulgarian pop",2447
"7804","classic bulgarian pop",2447
"3850","deep vocal jazz",2376
"113"," spanish pop",2366
"5807","vintage spanish pop",2366
"4532","dytyachi pisni",2325
"6629","oulu indie",2318
"4687","colombian electronic",2317
"6075","polish hardcore",2290
"7064","techno argentina",2259
"5958","punk colombiano",2257
"6923","american oi",2219
"7809","georgian pop",2187
"7626","rwandan pop",2185
"7244","irish classical",2176
"4207","taiwan experimental",2170
"4240"," dub techno",2128
"5766","ambient dub techno",2128
"4505","musique urbaine brazzaville",2114
"5774","venezuelan metal",2105
"4844","traditional reggae",2103
"7438","rock caipira",2093
"3860","powwow",2085
"7051","ukulele cover",2078
"6584","classic female blues",2077
"6769","jazz quartet",2072
"5768","taiwan graduation song",2071
"6565","malagasy folk",2069
"6846","experimental percussion",2051
"7498","salon music",2025
"7808","bible",2011
"7439","florida hardcore",2000
"4515","viet edm",1923
"7351","brockton hip hop",1915
"4901","deep downtempo fusion",1886
"6454","brno indie",1874
"5843","czech contemporary classical",1837
"5544","ukrainian classical piano",1833
"6403","rap sergipano",1831
"6703","swing revival",1831
"5305","japanese post-punk",1830
"5596","vintage swing",1825
"7674","ethereal gothic",1800
"6035","macedonian electronic",1777
"6290","electro dub",1736
"6979","danish classical",1725
"4664","demoscene",1672
"3564","cerkes muzikleri",1664
"5587","italo beats",1655
"6140","lldm",1655
"5484","byzantine",1630
"3008"," smooth jazz",1621
"4693","deep smooth jazz",1621
"6408","techno rave",1587
"7020","deep hardcore",1580
"6781","candombe",1571
"6864","norwegian hardcore",1555
"5313","oxford choir",1548
"7761","rock tico",1548
"3773","college marching band",1539
"2849","organic ambient",1537
"5535","neo-crust",1527
"7649","pornogrind",1524
"3889","dhrupad",1507
"5005","nhac thieu nhi",1496
"5810","arab experimental",1479
"5866","belgian metal",1445
"7165","scottish americana",1413
"6294","hungarian choir",1411
"4080","sunset lounge",1399
"7607","dundee indie",1398
"6890","trombone brasileiro",1395
"608"," melodic death metal",1392
"5195","canadian death metal",1392
"5446","musique mahoraise",1389
"4703","musica mato-grossense",1360
"4958","classical saxophone quartet",1349
"5199","field recording",1338
"6505","naat",1334
"1054","chinese new year",1297
"4556","stomp and whittle",1290
"7727","bengali folk",1279
"7042","italian metal",1258
"5435","cornwall indie",1241
"2792","screamocore",1236
"6344","danish contemporary classical",1227
"4258","euroska",1221
"7509","taiwan instrumental",1219
"7328","rosario indie",1215
"7140","jewish a capella",1212
"4887","luxembourgian electronic",1186
"5930","atmosphere",1180
"6728","libyan hip hop",1177
"6266","doomcore",1162
"6641","comptine africaine",1148
"5563","yogyakarta indie",1133
"6684","euphonium",1096
"6747","dragspel",1095
"6650","arpa grande",1094
"7007","arab metal",1082
"5588","terrorcore",1078
"7526","australian death metal",1070
"7532","duhovne pjesme",1069
"5541","pet calming",1053
"5888","german black metal",1050
"4905","goregrind",1040
"4298","paracana",1036
"4407","austrian techno",1026
"7622","polish post-rock",1013
"7503","caucasian folk",1008
"4527","synthwave brasileiro",1006
"7606","musica tropical guatemalteca",1006
"7379","new mexico music",977
"6122","spanish contemporary classical",972
"4781","disney norsk",949
"6800","yu-mex",930
"4920","psicodelia brasileira",924
"7619","vaikiskos dainos",924
"4983"," polyphony",921
"4632","string folk",917
"6077","pipa",914
"7544","brazilian power metal",914
"7641","streichquartett",888
"5213","raw black metal",882
"6205","musica infantil catala",881
"6391","nagpuri pop",876
"4930","tamil worship",873
"5629","muzica ardeleneasca",872
"7368","turkish post-punk",872
"7187","modern jangle pop",871
"5024","deep breakcore",866
"7094","modern mod",862
"6104","odia bhajan",859
"6169","blackgaze",856
"5073","rap abc paulista",853
"7678","italian stoner rock",846
"7448","balochi pop",842
"6833","jota aragonesa",838
"5218","bulgarian metal",819
"6203","fictitious orchestra",815
"6866","rap paraense",815
"5197","progressive power metal",807
"6336","greek metal",794
"4169","classical string trio",777
"7617","french contemporary classical",769
"6123","funeral doom",765
"7247","neo metal",763
"6039","backing track",749
"4704","baroque brass",745
"6193","avant-garde metal",739
"7750","irish contemporary classical",739
"4825","deep new wave",738
"7450","language",731
"7549","blues band",722
"5578","action rock",703
"4849","spacesynth",698
"6303","djecje pjesme",696
"4934","heavy gothic rock",670
"6420"," post-metal",670
"7154","chhattisgarhi pop",670
"7346","atmospheric post-metal",670
"2409"," surf music",665
"6588","deep surf music",665
"4075"," discofox",653
"7562","deep discofox",653
"5439","dansk lovsang",644
"7571","traditional funk",641
"7682","classical piano duo",632
"18"," ukrainian pop",630
"7317","classic ukrainian pop",630
"5421","jewish cantorial",626
"6802","massage",617
"7491","kansai indie",615
"7539","early american folk",608
"5983","music hall",603
"6547","geek folk",600
"5684","lithuanian jazz",599
"4104","australian choir",566
"4297","guzheng",559
"7111","musica mallorquina",544
"6508","malaysian metal",542
"5547","psalmen",535
"5909","jumptek",528
"6908","psybreaks",528
"5430","tamil devotional",527
"2722","decije pesme",520
"5321","cinematic dubstep",516
"7360","western ny metal",514
"7292","canadian drill",511
"7347","fife and drum",499
"4979","iowa hip hop",496
"7460","malaysian traditional",492
"4731","lagu sasak",481
"5818","italian baritone",480
"7255","zambian gospel",479
"6396","umea indie",477
"4056","botswana hip hop",472
"3799","classical tuba",457
"4940","east anglia indie",457
"5788","medieval ensemble",441
"3832","musica roraimense",437
"1490","koledy",435
"4913","austrian jazz",429
"4125","dutch punk",424
"6578","deep hardtechno",417
"6662","belgian contemporary classical",414
"5209","drone rock",400
"5642","bohemian baroque",400
"7437","serbian alternative rock",399
"7746","contrabass",393
"6722","sound effects",390
"4538","lagu betawi",386
"7660","irish gaelic folk",385
"7222","musica ecuatoguineana",374
"4190","musica acoriana",369
"6856","boston metal",366
"6793","speed up turkce",358
"7734","buffalo ny metal",353
"5033","guatemalan indie",350
"7370","north carolina indie",343
"5228","kamen rider",337
"5825","barbershop",333
"6870","deep chill",322
"7228","glitch beats",321
"7178","deep ambient",319
"4894","tamburica",318
"7570","orquesta tropical",318
"6878","musique militaire",313
"7499","tajik pop",313
"5185","beatdown",310
"3938","hangpan",306
"6353","souldies",306
"6905","spanish baroque",305
"4130","grim death metal",304
"7749","musique traditionnelle comorienne",296
"6214","canadian choir",292
"7760","psychedelic blues-rock",285
"4659","miami metal",277
"6689","wind quintet",274
"4745","neo honky tonk",271
"5878"," honky tonk",271
"6347","paisley underground",270
"7586","baltic classical piano",249
"7411","swedish pop punk",246
"2543","maldivian pop",237
"5617","christian symphonic metal",224
"7441","glitter trance",215
"7085","neo-industrial rock",212
"7618","dub product",209
"4179","rajasthani folk",208
"7285","belgian classical piano",199
"7515","mexican hardcore",197
"4181","polish early music",191
"3303","old west",187
"5689","barnasogur",187
"6634","nyahbinghi",183
"2777"," hi-nrg",179
"7394","euro hi-nrg",179
"7519","grunneger muziek",179
"3413","lastelaulud",169
"4133","musica piauiense",169
"7803","chinese traditional",166
"7286","hazaragi pop",155
"7766","esperanto",155
"7468","polish choir",153
"5468","funky breaks",152
"6349","rap ecuatoguineano",152
"6397","czech swing",149
"6708","deep full on",144
"7639"," full on",144
"5668","dutch contemporary classical",143
"3989","drone psych",140
"6498","deep eurodance",140
"3854","noel quebecois",135
"6364","australian hardcore",133
"4279","australian classical piano",130
"5697","vintage rockabilly",129
"7690","musica evangelica instrumental",125
"4628","vintage hawaiian",124
"5426","gospel papiamento",124
"6393","deep indie rock",124
"7445","proto-rap",121
"5026","a3",117
"6958","florida death metal",113
"7120","lagu madura",113
"7664","erhu",112
"7707","tavern",109
"7123","slovenian metal",107
"5091","harmonikka",106
"5214","duluth indie",105
"4475","detski pesnichki",101
"4738"," free jazz",101
"5167","polka",101
"7511","deep free jazz",101
"6422","historic string quartet",98
"5308","san antonio rap",97
"7013","new brunswick indie",95
"5655","ohio hardcore",87
"6109","musica maringaense",86
"6342","romanian contemporary classical",71
"7774","beach music",67
"6156","punk ska",65
"3745","vintage western",63
"7496","guidance",63
"6051","gwoka",62
"7742","zohioliin duu",61
"6900","dallas indie",54
"4948","slovenian indie",52
"6806","german contemporary classical",48
"7337","neo-pagan",47
"6815","suomisaundi",46
"7381","humour francais",46
"6988","deep indie pop",42
"7371","staff band",41
"7516","piada",37
"6679","chip hop",36
"6328","boy soprano",35
"6657","whale song",34
"4440","swiss black metal",33
"6003","mountain dulcimer",29
"7263","musique alsacienne",29
"5000","geek rock",27
"5428","glass",24
"6395","musique soninke",23
"6672","triangle indie",23
"3541"," deep tech house",19
"4567","deep deep tech house",19
"7543","lagu maluku",19
"7775","wandelweiser",15
"6485","er ge",13
"4037","metal paraguayo",12
"4232","shush",12
"5043","musica rapa nui",12
"6898","japanese choir",12
"4111","cornish folk",11
"7455","lagu lampung",11
"7119","folklore panameno",8
"6092","school choir",7
"7474","pakistani electronic",6
"7751","moravian folk",6
"4477","bells",4
"7349","ukrainian choir",4
"7747","handbells",3
"6467","organetto",2
"7458","brass quintet",2
"5591","blues-rock guitar",1
"7096","school ensemble",1
"2"," russelater",0
"6"," lovers rock",0
"7"," modern reggae",0
"10"," norrbotten indie",0
"13"," swedish hip hop",0
"14"," swedish trap",0
"15"," swedish trap pop",0
"19"," ukrainian rock",0
"27"," icelandic rock",0
"29"," estonian pop",0
"30"," jamaican dancehall",0
"32"," bow pop",0
"34"," finnish metal",0
"41"," singaporean mandopop",0
"42"," singaporean pop",0
"43"," singaporean singer-songwriter",0
"46"," turkish trap pop",0
"50"," thai rock",0
"53"," norwegian indie",0
"55"," buffalo hip hop",0
"58"," upstate ny rap",0
"60"," egyptian alternative",0
"61"," egyptian pop",0
"64"," pinoy indie",0
"65"," pinoy rock",0
"69"," future house",0
"75"," latin pop",0
"77"," chiptune",0
"78"," final fantasy",0
"79"," japanese classical",0
"80"," japanese vgm",0
"81"," orchestral soundtrack",0
"82"," video game music",0
"85"," pop r&b",0
"87"," urban contemporary",0
"89"," indonesian pop rock",0
"92"," pinoy trap",0
"93"," tagalog rap",0
"99"," folclor colombiano",0
"100"," musica popular colombiana",0
"104"," sertanejo pop",0
"105"," sertanejo universitario",0
"106"," sertanejo",0
"108"," slowed and reverb",0
"114"," spanish pop rock",0
"118"," finnish hip hop",0
"119"," suomirap",0
"121"," classic iskelma",0
"122"," korean r&b",0
"124"," mizrahi",0
"126"," australian pop",0
"127"," australian rock",0
"130"," pop urbaine",0
"133"," indie electropop",0
"134"," indie poptimism",0
"137"," japanese singer-songwriter",0
"141"," greek trap",0
"143"," rap dominicano",0
"145"," reggaeton flow",0
"146"," trap latino",0
"148"," europop",0
"150"," post-teen pop",0
"153"," egyptian trap",0
"157"," dutch singer-songwriter",0
"159"," finnish reggae",0
"161"," trap brasileiro",0
"162"," trap carioca",0
"165"," german rock",0
"166"," liedermacher",0
"169"," rap lyonnais",0
"171"," azontobeats",0
"172"," nigerian pop",0
"176"," taiwan hip hop",0
"177"," taiwan pop",0
"179"," vietnamese hip hop",0
"180"," vietnamese melodic rap",0
"183"," rif",0
"185"," deep tropical house",0
"191"," russian emo rap",0
"195"," suomi rock",0
"196"," k-pop girl group",0
"199"," swedish classical",0
"200"," laiko",0
"202"," dutch rock",0
"203"," levenslied",0
"204"," nederpop",0
"206"," j-pop boy group",0
"212"," argentine rock",0
"214"," latin rock",0
"215"," rock en espanol",0
"216"," ska argentino",0
"217"," swedish electropop",0
"218"," swedish idol pop",0
"228"," classic arab pop",0
"231"," khaliji",0
"233"," norwegian pop rap",0
"234"," hk-pop",0
"241"," german pop",0
"244"," japanese teen pop",0
"246","""canzone dautore""",0
"247"," classic italian pop",0
"248"," italian adult pop",0
"250"," taiwan singer-songwriter",0
"255"," mellow gold",0
"259"," desi pop",0
"260"," desi trap",0
"261"," modern bollywood",0
"262"," pakistani hip hop",0
"263"," rap inde",0
"271"," trip hop",0
"272"," k-rap",0
"273"," korean old school hip hop",0
"278"," trap dominicano",0
"284"," vintage norwegian pop",0
"286"," future garage",0
"287"," uk bass",0
"289"," moderne ludovky",0
"290"," rusyn folk",0
"291"," slovak folk",0
"292"," slovak pop",0
"295"," finnish power metal",0
"299"," rap conciencia",0
"300"," rap underground argentino",0
"307"," slovak hip hop",0
"309"," australian singer-songwriter",0
"310"," lilith",0
"311"," piano rock",0
"314"," nova mpb",0
"318"," rap maroc",0
"322"," kingston on indie",0
"323"," ontario indie",0
"326"," czech rock",0
"327"," czsk viral pop",0
"328"," anime rock",0
"330"," ectofolk",0
"331"," neo mellow",0
"333"," brostep",0
"334"," electronic trap",0
"337"," metropopolis",0
"339"," german hard rock",0
"340"," german metal",0
"345"," funky tech house",0
"346"," german techno",0
"347"," progressive electro house",0
"352"," german underground rap",0
"355"," australian talent show",0
"357"," chicago rap",0
"358"," conscious hip hop",0
"360"," neo soul",0
"361"," political hip hop",0
"363"," italian indie pop",0
"364"," italian underground hip hop",0
"366"," dutch rap pop",0
"368"," variete francaise",0
"370"," psychedelic trance",0
"373"," mexican hip hop",0
"377"," umbanda",0
"379"," atl trap",0
"383"," italian pop rock",0
"385"," cumbia salvadorena",0
"387"," ninja",0
"388"," nu jazz",0
"393"," melodic drill",0
"395"," filmi",0
"397"," new french touch",0
"398"," vapor soul",0
"401"," stomp pop",0
"402"," welsh rock",0
"404"," pop virale italiano",0
"405"," rap napoletano",0
"410"," polish trap",0
"411"," german trap",0
"414"," italian hip hop",0
"420"," gaming edm",0
"424"," rap antillais",0
"425"," trap antillais",0
"426"," rap latina",0
"428"," nouvelle chanson francaise",0
"431"," mexican pop",0
"433"," country road",0
"434"," modern country rock",0
"438"," magyar alternative",0
"442"," modern alternative rock",0
"444"," spanish indie pop",0
"445"," spanish modern rock",0
"446"," spanish noise pop",0
"449"," funk paulista",0
"451"," rap angolano",0
"456"," hardcore hip hop",0
"457"," philly rap",0
"458"," southern hip hop",0
"460"," cancion melodica",0
"461"," pop romantico",0
"466"," hungarian underground rap",0
"467"," pinoy hip hop",0
"468"," pinoy r&b",0
"470"," pop nacional",0
"472"," corridos tumbados",0
"474"," nueva musica mexicana",0
"475"," sierreno",0
"478"," lgbtq+ hip hop",0
"481"," francoton",0
"482"," french rock",0
"488"," turkish trap",0
"489"," funk consciente",0
"493"," k-pop boy group",0
"495","""muzika lyeladim""",0
"497"," groove room",0
"499"," rock nacional",0
"501"," athens indie",0
"502"," permanent wave",0
"503"," french hip hop",0
"505"," vietnamese singer-songwriter",0
"506"," j-punk",0
"508"," japanese pop punk",0
"509"," japanese punk rock",0
"510"," j-poprock",0
"511"," japanese emo",0
"516"," slovak trap",0
"518"," j-pixie",0
"519"," czsk hip hop",0
"522"," khaleeji iraqi",0
"523"," yemeni pop",0
"525"," trap mexicano",0
"526"," kizomba cabo-verdiana",0
"527"," japanese dance pop",0
"528"," okinawan pop",0
"530"," rap criolo",0
"532"," desi hip hop",0
"534"," malaysian hip hop",0
"535"," malaysian indie",0
"537"," singaporean hip hop",0
"541"," scandinavian r&b",0
"542"," rap marseille",0
"546"," russian trap",0
"548"," comic",0
"549"," parody",0
"551"," uk pop punk",0
"554"," pop rock brasileiro",0
"555"," rock mineiro",0
"556"," rock nacional brasileiro",0
"557"," norwegian trap",0
"558"," turkish rock",0
"564"," russian alt pop",0
"565"," russian hip hop",0
"568"," rap conscient",0
"570"," hip house",0
"571"," new beat",0
"573"," south african pop",0
"574"," south african pop dance",0
"576"," jazz pop",0
"579"," vocaloid",0
"582"," german drill",0
"585"," west coast rap",0
"588"," dansktop",0
"591"," israeli rock",0
"594"," scandipop",0
"596"," magyar trap",0
"597"," rap espanol",0
"598"," urbano espanol",0
"601"," classic norwegian pop",0
"603"," thai indie pop",0
"605"," finnish melodeath",0
"607"," gothic metal",0
"609"," progressive doom",0
"610"," swedish gangsta rap",0
"614"," latin jazz",0
"615"," puerto rican folk",0
"621"," finnish trap",0
"623"," tamil hip hop",0
"626"," mainland chinese pop",0
"629"," madchester",0
"631"," solo wave",0
"633"," latin arena pop",0
"634"," latvian rock",0
"636"," malaysian mandopop",0
"638"," sheffield indie",0
"640"," pop violin",0
"644"," kosovan pop",0
"645"," tallava",0
"646"," aussietronica",0
"647"," australian dance",0
"648"," australian electropop",0
"652"," social media pop",0
"654"," salsa venezolana",0
"659"," latin viral pop",0
"660"," russian indie",0
"661"," virginia hip hop",0
"665"," australian indie",0
"666"," australian trap",0
"667"," australian underground hip hop",0
"669"," hip pop",0
"670"," queens hip hop",0
"674"," dutch hip hop",0
"676"," salzburg indie",0
"677"," romanian trap",0
"679"," venezuelan hip hop",0
"682"," pop quebecois",0
"683"," rap montrealais",0
"685"," pop flamenco",0
"687"," taiwan indie",0
"690"," sad lo-fi",0
"691"," sad rap",0
"695"," neon pop punk",0
"698"," trancecore",0
"699"," funk mtg",0
"703"," classic cantopop",0
"705"," brega funk",0
"706"," funk carioca",0
"708"," pop peruano",0
"711"," cumbia",0
"714"," nz reggae",0
"715"," pacific islands pop",0
"716"," ska jazz",0
"718"," indie pop rap",0
"722"," baglama",0
"723"," turkish folk",0
"725"," reggae en espanol",0
"727"," latin metal",0
"738"," chinese r&b",0
"745"," german dance",0
"747"," peruvian rock",0
"751"," latin hip hop",0
"752"," mexican rock",0
"754"," indonesian pop",0
"756"," japanese r&b",0
"760"," jazz funk",0
"761"," quiet storm",0
"764"," indonesian indie",0
"766"," kansas city hip hop",0
"768"," ecm-style jazz",0
"772"," modern jazz trio",0
"773"," swedish jazz",0
"776"," classic belgian pop",0
"777"," flemish folk",0
"778"," kleinkunst",0
"779"," swedish country",0
"781"," timba",0
"784"," danish hip hop",0
"786"," indiecoustica",0
"789"," vlaamse rap",0
"793"," south african hip hop",0
"794"," south african trap",0
"797"," bubblegum pop",0
"798"," classic girl group",0
"803"," talentkonkurranse",0
"806"," cumbia chilena",0
"807"," cumbia villera",0
"812"," hindi hip hop",0
"815"," london rap",0
"821"," norske viser",0
"822"," psychedelic soul",0
"829"," german viral rap",0
"831"," puerto rican pop",0
"833"," indonesian viral pop",0
"834"," egyptian hip hop",0
"837"," uk post-punk",0
"841"," vintage italian soundtrack",0
"842"," perreo",0
"843"," brega romantico",0
"844"," forro de favela",0
"845"," dmv rap",0
"846"," r&b brasileiro",0
"849"," dirty south rap",0
"850"," memphis hip hop",0
"851"," modern salsa",0
"852"," pop reggaeton",0
"854"," estonian rock",0
"857"," scottish rock",0
"863"," indonesian jazz",0
"864"," rock brasiliense",0
"866"," italian alternative",0
"868"," swiss hip hop",0
"870"," forro",0
"875"," bubblegum dance",0
"878"," chalga",0
"880"," candy pop",0
"881"," gauze pop",0
"882"," neo-singer-songwriter",0
"883"," polish rock",0
"884"," polish synthpop",0
"885"," rome indie",0
"888"," britpop",0
"890"," glam rock",0
"894"," epa dunk",0
"899"," afrikaans",0
"900"," k-pop reality show",0
"903"," uk alternative hip hop",0
"909"," lebanese pop",0
"911"," st louis rap",0
"913"," argentine telepop",0
"915"," pop argentino",0
"918"," japanese jazz fusion",0
"919"," japanese jazztronica",0
"920"," japanese soul",0
"923"," korean trap",0
"926"," polish hip hop",0
"928"," lithuanian rock",0
"929"," dutch edm",0
"930"," classic mandopop",0
"931"," filter house",0
"932"," new rave",0
"933"," nu disco",0
"934"," reggae maghreb",0
"939"," canadian trap",0
"941"," toronto rap",0
"942"," trap soul",0
"943"," vapor trap",0
"948"," rave funk",0
"950"," brill building pop",0
"953"," shaabi",0
"955"," electra",0
"958"," classic icelandic pop",0
"959"," r&b argentino",0
"961"," chilean rock",0
"962"," punk chileno",0
"963"," ska chileno",0
"964"," danseband",0
"965"," norwegian rock",0
"966"," german pop rock",0
"968"," trap triste",0
"969"," estonian jazz",0
"972"," russian viral pop",0
"974"," dominican pop",0
"976"," viral trap",0
"977"," south african alternative",0
"979"," drum and bass",0
"980"," uk dance",0
"981"," uk dnb",0
"984"," indonesian singer-songwriter",0
"985"," semarang indie",0
"990"," taiwanese indigenous",0
"992"," ukrainian indie",0
"993"," turkish hip hop",0
"995"," indian electronic",0
"996"," dutch house",0
"998"," canadian electronic",0
"1001"," melodic dubstep",0
"1004"," swedish eurodance",0
"1006"," urbano chileno",0
"1012"," schweizer rap",0
"1013"," swiss indie",0
"1014"," swiss reggae",0
"1018"," sunshine pop",0
"1022"," nerdcore brasileiro",0
"1026"," haryanvi pop",0
"1029"," russian chanson",0
"1031"," finnish dance pop",0
"1035"," belgian rock",0
"1037"," bachata dominicana",0
"1041"," spanish rock",0
"1042"," heartland rock",0
"1046"," swedish singer-songwriter",0
"1049"," bulgarian rock",0
"1055"," smutny rap",0
"1057"," rock uruguayo",0
"1066"," channel pop",0
"1069"," icelandic indie",0
"1071"," danish pop rock",0
"1072"," danish singer-songwriter",0
"1074"," yacht rock",0
"1078"," german jazz rap",0
"1079"," hamburg hip hop",0
"1081"," japanese electropop",0
"1082"," thai trap",0
"1084"," turbo folk",0
"1089"," pop costarricense",0
"1090"," rap calme",0
"1091"," funk das antigas",0
"1092"," funk melody",0
"1093"," german reggae",0
"1094"," big beat",0
"1095"," icelandic electronic",0
"1097"," musica costarricense",0
"1098"," musica hondurena",0
"1099"," punta",0
"1100"," punta rock",0
"1101"," japanese alternative rock",0
"1102"," japanese garage rock",0
"1103"," japanese girl punk",0
"1105"," indie r&b",0
"1108"," modern dream pop",0
"1110"," rap anime",0
"1112"," french indietronica",0
"1114"," neo-synthpop",0
"1115"," nyc pop",0
"1116"," compositional ambient",0
"1117"," neo-classical",0
"1119"," lithuanian pop",0
"1120"," sung poetry",0
"1125"," canadian indie",0
"1126"," deep new americana",0
"1129"," stomp and holler",0
"1130"," milan indie",0
"1131"," rap tunisien",0
"1133"," rap rock",0
"1135"," romanian metal",0
"1136"," romanian rock",0
"1138"," j-pop girl group",0
