"","genre","avgFollowers"
"1900","surinamese pop",6107.94444444444
"5302","hammered dulcimer",6102
"1888","japanese disney",6098
"5745","swedish techno",6094.72727272727
"7699","glitchbreak",6093
"2067","finnish idol pop",6065.35294117647
"3176","lagu iban",6059.66666666667
"4724","musica sinfonica",6053
"2193","czsk electropop",6025.8
"7283","rock sergipano",6018.5
"3130","bmore",6004.92592592593
"6930","newfoundland indie",5986
"6959","musica potosina",5963
"6694","south sudanese pop",5937.5
"6765","finnish worship",5929.4
"6128","guitarra portuguesa",5922.5
"7135","illbient",5919
"6639","kinderliedjies",5912
"7122","scottish drill",5895.33333333333
"5978","classical accordion",5881.4
"4129","english renaissance",5878.81818181818
"4212","baroque ensemble",5821.05555555556
"1376","calming instrumental",5801.14285714286
"3753"," hard trance",5772.8
"7266","old school hard trance",5772.8
"3583","disney espanol",5769.5
"3863","singaporean electronic",5765
"1710","melodipop",5758.25806451613
"5999","malawian pop",5756.6
"7306","therapy",5731
"4433","brazilian classical piano",5718
"5601","geinin song",5689.5
"1706","barnmusik",5682.61538461538
"6984","merida indie",5678
"795","pop catracho",5671.08823529412
"4669","experimental club",5667.54545454545
"7524","sevilla indie",5656
"600","barnemusikk",5642.03571428571
"5778","afrikaans folk",5639
"5387","deep freestyle",5629.75
"7105"," finnish jazz",5603
"3355","lullaby",5602.19047619048
"4543","new comedy",5600
"4779","deep progressive house",5594.75
"5461","afro-funk",5594
"6600","eventyr",5592.25
"5419","japanese traditional",5576.66666666667
"6062","moderne ludovky",5571.6
"4221","audiophile vocal",5570
"5877","future ambient",5544.75
"6721","modern performance",5534.66666666667
"4162","armenian pop",5527.69230769231
"5118","ghettotech",5520.25
"7461","kenyan drill",5493
"2724","norwegian trap",5489.40740740741
"2648"," sudanese pop",5457
"6388","romanian metal",5456.5
"3780","experimental jazz",5444
"6368","taiwan electronic",5425.42857142857
"4544","world chill",5416
"5205","georgian folk",5408.33333333333
"5970","jazz orchestra",5408.11111111111
"7819","folklore nuevo argentino",5395.5
"4200","milwaukee indie",5392.2
"3699","chinese manyao",5389.75
"5576","japanese house",5384.8125
"6284","spytrack",5320.63636363636
"6737","brazilian blues",5314
"4998","norwegian punk rock",5308.5
"5124","austrian classical piano",5295.42857142857
"7191","leon gto indie",5269
"4912","indie singer-songwriter",5268.28571428571
"6660","namibian pop",5249.6
"4814","garhwali pop",5230.5
"5459","gymcore",5223
"7343","portuguese techno",5198.66666666667
"4189","rap nortista",5194.5
"5775","experimental dub",5184.22222222222
"4852","deep contemporary country",5181.85714285714
"1806","finnish soul",5169.92857142857
"7424","somatik techno",5151.66666666667
"6452","swedish heavy metal",5148.66666666667
"5406","classical jazz fusion",5138.33333333333
"6606","zambian pop",5117.875
"5913","baja indie",5103
"5790","rosary",5074.75
"6605","piano cover",5074.66666666667
"4132","harpsichord",5058.42
"1701"," amapiano",5042.70731707317
"2945","underground amapiano",5042.70731707317
"6732","finnish experimental",5029.33333333333
"7465","tibetan pop",5003.5
"673","dutch drill",4994.109375
"4185","historically informed performance",4977.12068965517
"4666"," baroque ensemble",4974.33333333333
"6763","italian baroque ensemble",4974.33333333333
"1543","muziek voor kinderen",4949.90909090909
"5935","pops orchestra",4879.83333333333
"7186","danish experimental",4877
"7090","danish modern jazz",4868.33333333333
"2323","rap guineen",4844
"2165","rozpravky",4838
"7189","indian techno",4832.66666666667
"4564","focus trance",4822.6
"4026","tamazight",4818.75
"1798","gotlandsk musik",4817.75
"4498","manipuri pop",4803.5
"7451","deep jazz fusion",4799
"3811","victoria bc indie",4790.5
"7402","forro manauara",4787
"6207","historic piano performance",4778
"5938","italian orchestra",4766.83333333333
"5726","acid jazz",4751.77777777778
"7243","theremin",4751
"4172"," orchestral performance",4733.68421052632
"4692","historic orchestral performance",4733.68421052632
"5472","classic praise",4731
"2791","thai instrumental",4721
"2426","disney italiano",4714.25
"5154","classical percussion",4709.42857142857
"5561","skweee",4700
"6172","adventista",4698.5
"2317","suomirap",4695.91111111111
"7602","slovenian hip hop",4685
"4946","swedish folk pop",4678.90909090909
"4989","concert band",4663.2
"6704","stockholm indie",4650
"2769","hardwave",4644.5
"317"," moroccan pop",4636
"4484","classic moroccan pop",4636
"3349","halloween",4634.24242424242
"4677","finnish techno",4633
"2772","musica jibara",4616
"6512","welsh folk",4615
"4178","nordic classical piano",4576.90476190476
"5553","disney svenska",4573
"304","latvian pop",4546.86896551724
"5858","new hampshire indie",4545
"5134","classic sudanese pop",4496
"4426","comedie musicale",4486
"3793","baroque singing",4483.22222222222
"5096","japanoise",4464.5
"3877","deep indie singer-songwriter",4461.5
"4846"," indie singer-songwriter",4461.5
"4959","classical harp",4445.41666666667
"4888","lapland hip hop",4443
"5954","musiikkia lapista",4432.6
"2922","fake",4424.71428571429
"6084","nightcore",4424.25
"4252","oslo indie",4419.4
"3921","rap tico",4392.3
"6938","italian power metal",4386
"3150","musiikkia lapsille",4384.22222222222
"4235","acid trance",4375.66666666667
"5304","viet instrumental",4375.33333333333
"6437","finnish tango",4368.5
"6601","electronica cristiana",4352.66666666667
"3846","deep deep house",4341.55555555556
"7793","italian hardcore",4329
"4662"," nepali pop",4288.66666666667
"5153","classic nepali pop",4288.66666666667
"6241","denver rap",4287
"5941","prog metal",4276
"6471","pontian folk",4257
"3802","musica eletronica brasileira",4256.42857142857
"7336","slovak electronic",4252.83333333333
"3782","hungarian classical performance",4252.36842105263
"2255","dutch musical",4250
"6486","musica brasiliense",4237
"5265","mega funk",4227.25
"4740","bulgarian r&b",4204
"6536","gumbe",4200
"6457","antilliaanse folklore",4178
"3748"," mantra",4158
"7184","tibetan mantra",4158
"4799","swedish underground rap",4151.6
"4638","space age pop",4150.92592592593
"3831","serbian electronic",4147.25
"4807","water",4134.9
"6012","serbian indie",4133
"5099","grunge pop",4129
"7038","touhou",4115
"2439","baltic folk",4114.4
"1339","bisaya indie",4106.33333333333
"1213","talentkonkurranse",4091.45161290323
"3475","deep soundtrack",4089.64285714286
"3902","marching band",4081.5
"4377","nordic contemporary classical",4076.76923076923
"7476","swedish prog",4068.5
"5654","atmospheric sludge",4056.66666666667
"5223","radio symphony",4020.09523809524
"2621","leipzig indie",4017.5
"4510","j-core",4012.25
"6495","chill guitar",4011.5
"6121","string orchestra",4007.27272727273
"5951","french death metal",4007
"4154","amharic pop",3992.83333333333
"7517","cape breton indie",3941
"3993","austrian choir",3938.5
"1607","lustrum",3938
"5067","surinamese hip hop",3930.88888888889
"5407","adelaide indie",3928.66666666667
"6801","orquestas de galicia",3916.66666666667
"4458","ambient psychill",3912.5
"4459"," psychill",3912.5
"2590","dutch idol pop",3911.66666666667
"7533","galway indie",3898
"4167","indie napoletano",3889.83333333333
"5977","rap gaucho",3888
"5156","underground boom bap",3884
"5725","psychedelic jazz fusion",3884
"3698","italian new wave",3876
"2683","kabyle moderne",3873.33333333333
"1225","indie catracho",3870.5
"2184","barnsagor",3848.66666666667
"6952","zespol dzieciecy",3848
"6914","polish ambient",3845
"3230","idol game",3828
"4624","australian techno",3826.75
"7344","chant religieux",3815
"2447","finnish jazz",3806
"6618","dreampunk",3783
"5912","musique tahitienne",3773.33333333333
"4491"," italian folk",3772.66666666667
"4619","classic italian folk pop",3772.66666666667
"2606","lithuanian trap",3761.65384615385
"5206","chamber choir",3755
"7608","brazilian indie rock",3755
"6884","spanish classical",3742.66666666667
"6141","dutch classical piano",3726.42857142857
"4355","chamber orchestra",3718.54166666667
"5184","indie canario",3707.66666666667
"3694","magyar musicalek",3707
"6754","mongolian alternative",3703
"5936","russian experimental electronic",3680.66666666667
"5109","jazz violin",3670.28571428571
"5862","finnish contemporary classical",3654.5
"2898","hip hop boliviano",3644.5
"7279","christian hardcore",3627
"5527","breakcore",3618.1
"3911","classic dutch pop",3591
"1816","finnish folk",3572
"7817","norwegian punk",3564.33333333333
"5245","rap ecuatoriano",3547.2
"3017","super eurobeat",3544.91666666667
"3066"," eurobeat",3544.91666666667
"7754","san antonio indie",3532.33333333333
"2859","australian comedy",3528
"7342","western americana",3522.33333333333
"4573","gregorian chant",3513.33333333333
"4202","danish folk",3509.75
"5362","art song",3509.69230769231
"7200","connecticut hardcore",3509
"7077","instrumental acoustic guitar",3500
"6556","brasilia indie",3496
"4120","norwegian techno",3459.66666666667
"3465","icelandic jazz",3459.33333333333
"7837","musica londrinense",3454
"5032","german classical piano",3446.35
"4100","italian library music",3435.33333333333
"6183"," library music",3435.33333333333
"3838","breton folk",3429.5
"6805","guam indie",3418
"5678","folclore castilla y leon",3390
"3439"," disney",3380.57142857143
"2742","qanun",3369
"4587","gospel reggae",3349
"2108","macedonian pop",3340.83333333333
"7086","disney portugues",3326.66666666667
"4150"," highlife",3312
"6636","old school highlife",3312
"5278","neo soul-jazz",3309
"1038","boy pop",3306.2
"4509","finnish modern jazz",3286
"3371","musica madeirense",3266
"6579","post-disco soul",3265.5
"5371","korean classical performance",3264.44444444444
"886","estonian indie",3254.03846153846
"4705","memphis americana",3254
"853","estonian folk",3245.83333333333
"3679","indie salvadoreno",3236
"6261","adoracion pentecostal",3226
"1284","bornesange",3215.14285714286
"6707","contemporary classical piano",3195
"5639","afrobeat fusion",3191.75
"6564","world meditation",3191
"7157","hampton roads indie",3184
"7552","chamame brasilero",3173
"3575","musica andorra",3170.75
"6531","narodnozabavna",3148
"97"," movie tunes",3131.14285714286
"912","french movie tunes",3131.14285714286
"1160","romanian indie",3123.5
"6847","maloya",3122
"6506","worcester ma indie",3121
"2827","latvian rock",3114.29411764706
"7790","guyanese pop",3110
"3892","classical organ",3089.06060606061
"5146","malawian folk",3087
"6764","classical clarinet",3086
"5354","italian jazz fusion",3084.66666666667
"4603","german literature",3080.33333333333
"4561","early us punk",3078.5
"1779","tribute",3049.5
"6817","korean experimental",3048
"6533","bath indie",3038
"6985","hardingfele",3007
"4729","northeast indian hip hop",2974
"3744","myanmar indie",2962
"5274","marathi hip hop",2958.75
"4845","dark psytrance",2929.5
"4317","dancehall colombiano",2925
"429","georgian alternative",2920
"6323","dutch disney",2903.33333333333
"3763","rio grande do sul indie",2902
"5232","odia pop",2888.63636363636
"5892","ugandan gospel",2875
"6164","ainu folk",2865.5
"7717","israelite hip hop",2860
"7002","piano house",2820
"4524","kritika",2812
"5740","canti alpini",2798
"5070","classical baritone",2786.08695652174
"4922","vermont indie",2773
"25","classic icelandic pop",2763.91666666667
"26"," icelandic pop",2763.91666666667
"3887","barockinterpreten",2762.77272727273
"4839","norwegian blues",2759.5
"4995","bossa nova jazz",2753.83333333333
"3870","classical countertenor",2731.68421052632
"1155","dutch moombahton",2722.35483870968
"1822"," moombahton",2722.35483870968
"3768","swedish post-punk",2710.5
"454","maltese pop",2671
"4249","muzica crestina",2668
"6041","jazz caraibes",2662
"7017","bluegrass fiddle",2632.5
"5603","haitian dance",2620
"4869","experimental indie rock",2596
"5157","tassie indie",2590
"6969","icelandic traditional",2586.75
"7711","british electroacoustic",2585
"1053","latvian folk",2566.53846153846
"7700","italian industrial",2557
"7291","re:techno",2537.66666666667
"7427","saxophone trio",2521
"5235","classical flute",2518.54545454545
"7834","traditional rockabilly",2506.5
"5648","musique ancienne",2493.8
"811","new jack smooth",2484
"7777","swedish experimental",2475.5
"7162","scottish indie folk",2472.5
"6889","irish underground rap",2463.5
"6007","afro-cuban traditional",2461
"5262","rap galego",2446.5
"3649","nordic orchestra",2441.88571428571
"4470","muzica populara",2435
"618","latvian hip hop",2429.44155844156
"4826","yoga",2428.25
"5258","bajki",2422.5
"6366","villancicos",2396.33333333333
"5641","hungarian contemporary classical",2382.66666666667
"113"," spanish pop",2366
"5380","svensk lovsang",2366
"5807","vintage spanish pop",2366
"6130","german ccm",2331.33333333333
"4203","eletronica underground brasileira",2326.66666666667
"4532","dytyachi pisni",2325
"4908","tarantella",2317.75
"1538","korean soundtrack",2313.33333333333
"7651","gyerekdalok",2305.5
"6075","polish hardcore",2290
"6968","greek folk",2288.66666666667
"7480","japanese orchestra",2277.25
"7128","background piano",2258.66666666667
"5958","punk colombiano",2257
"5898","polish modern jazz",2237.25
"3977","tamil indie",2231.11111111111
"1264","electro bailando",2229.28888888889
"6633","afrikaans gospel",2211.5
"3743","samurai trap",2205.54545454545
"7296","sinhala edm",2204
"3701","singaporean indie",2190.5
"7809","georgian pop",2187
"5376","bulgarian folk",2182
"4514","gabonese pop",2156.33333333333
"6575","maltese hip hop",2152.33333333333
"6074","greenlandic pop",2152
"476","icelandic hip hop",2120.54255319149
"4122","oth indie",2115
"4505","musique urbaine brazzaville",2114
"5774","venezuelan metal",2105
"6903","greek indie rock",2102.5
"7438","rock caipira",2093
"7051","ukulele cover",2078
"6769","jazz quartet",2072
"5768","taiwan graduation song",2071
"4238","white noise",2060.16666666667
"5171","italian violin",2057.875
"6846","experimental percussion",2051
"4697","early synthpop",2040.5
"4312","h8000",2036.5
"7498","salon music",2025
"7808","bible",2011
"7439","florida hardcore",2000
"620","finnish drill",1999.31818181818
"7130","bosnian electronic",1992.66666666667
"6548","hardcore breaks",1989.66666666667
"6469","experimental indie",1978.5
"4665","american early music",1977.66666666667
"6201","dennery segment",1973.5
"35"," nu metal",1970
"6496","russian nu metal",1970
"7138","industrial hardcore",1963
"4095","c64",1941.2
"6675","indie paraense",1935
"5225","baroque violin",1934.5625
"5483","french orchestra",1933.6
"5319","canadian underground hip hop",1928
"5138","chilean metal",1925
"6620","fussball",1921.5
"7351","brockton hip hop",1915
"4092","oriental classical",1876
"6454","brno indie",1874
"3931"," instrumental rock",1871.75
"6177","indian instrumental rock",1871.75
"6653","mexican electronic",1861.16666666667
"1533","czsk hyperpop",1847
"3810","british classical piano",1845
"7397","disney portugues brasil",1830.5
"5305","japanese post-punk",1830
"4139","disney polska",1827
"6821","kashmiri pop",1813
"7333","balafon",1802.5
"7674","ethereal gothic",1800
"4366","german renaissance",1781.4
"5165","malayalam worship",1780.66666666667
"3795","cosmic uplifting trance",1751.5
"6460","psychedelic folk rock",1750
"6290","electro dub",1736
"2211","dansk comedy",1717.75
"3433","hong kong tv drama",1716.58333333333
"3164","disney suomi",1706.57142857143
"4489","ballet class",1694.8
"5742","baltic choir",1681.71428571429
"5343","bagpipe marching band",1677.5
"3564","cerkes muzikleri",1664
"6140","lldm",1655
"521"," progressive trance",1653
"4222","deep progressive trance",1653
"5159","historical keyboard",1649.29411764706
"6613","vietnamese electronic",1637.83333333333
"6535","australian classical",1637.5
"6798","sambalpuri pop",1629.5
"6346","british dance band",1624.33333333333
"2983","epa dunk",1613.90909090909
"5934","deep darkpsy",1611.5
"6408","techno rave",1587
"871","norwegian choir",1584.28571428571
"5210","cantaditas",1581.5
"6864","norwegian hardcore",1555
"5303","classical contralto",1550.5
"5724","corrosion",1548
"7761","rock tico",1548
"4546","cuatro puertorriqueno",1542.5
"3179"," early music",1531
"5535","neo-crust",1527
"6873","rap metalcore",1522.66666666667
"3206","czech alternative rap",1509.66666666667
"6897","outer hip hop",1490.5
"4399","classical bass",1489.21428571429
"5008","baroque woodwind",1483.81818181818
"5810","arab experimental",1479
"5794","classical horn",1478
"7153","trekkspill",1459
"7472","celtic harp",1453.5
"5866","belgian metal",1445
"2245","swedish choir",1431.2
"6723","austrian punk",1431
"7165","scottish americana",1413
"485","christmas instrumental",1410.41666666667
"4644","classical oboe",1399
"7607","dundee indie",1398
"6890","trombone brasileiro",1395
"1489","drikkelek",1392.14285714286
"608"," melodic death metal",1392
"5195","canadian death metal",1392
"6113","deep r&b",1390.63636363636
"5446","musique mahoraise",1389
"3254","goralski",1385
"4939","deutsch disney",1379
"7616","indie shoegaze",1377.33333333333
"6671","vintage norwegian pop",1377.28571428571
"6354","sardinia indie",1365.66666666667
"4339","swedish classical",1365.15384615385
"4703","musica mato-grossense",1360
"5077","baps",1342.5
"5199","field recording",1338
"6505","naat",1334
"5881","recorder",1330.15384615385
"4180","czech jazz",1321.33333333333
"2519","indie nica",1320.5
"6298","south african modern jazz",1305.66666666667
"5352","italian blues",1298.25
"5368","remix product",1290.5
"4556","stomp and whittle",1290
"7800","italian soprano",1286
"7727","bengali folk",1279
"1403","luxembourgian pop",1278.1
"5548","kenyan alternative",1273.88888888889
"4046","swiss classical piano",1265.4
"5477","swedish contemporary classical",1264
"4749","flick hop",1260.71428571429
"7444","nordic ambient",1259.5
"5388","rap gabonais",1259.33333333333
"6317","seychelles pop",1259.33333333333
"7042","italian metal",1258
"3434","neo-manele",1255.5
"5435","cornwall indie",1241
"2792","screamocore",1236
"7453","mindfulness",1227
"5344"," marching band",1223.5
"7509","taiwan instrumental",1219
"7328","rosario indie",1215
"5332","swazi pop",1214
"7140","jewish a capella",1212
"2620","hengelliset laulut",1209
"7366","bodo pop",1208.66666666667
"7182","danish choir",1198.25
"6739","zim hip hop",1190
"3850","deep vocal jazz",1188
"5930","atmosphere",1180
"6728","libyan hip hop",1177
"6629","oulu indie",1159
"4687","colombian electronic",1158.5
"5523","orthodox chant",1153.66666666667
"4545","musica sul-mato-grossense",1148.66666666667
"6641","comptine africaine",1148
"4345","telugu worship",1141.66666666667
"2665","finlandssvenska musik",1139.5
"4559","german choir",1105.8
"6650","arpa grande",1094
"7626","rwandan pop",1092.5
"7244","irish classical",1088
"4482","cypriot hip hop",1085.77777777778
"7007","arab metal",1082
"7526","australian death metal",1070
"4240"," dub techno",1064
"5766","ambient dub techno",1064
"1052"," latvian pop",1061.51724137931
"2055","classic latvian pop",1061.51724137931
"5541","pet calming",1053
"5888","german black metal",1050
"3860","powwow",1042.5
"4905","goregrind",1040
"6584","classic female blues",1038.5
"6565","malagasy folk",1034.5
"7622","polish post-rock",1013
"7606","musica tropical guatemalteca",1006
"4643","brass ensemble",963
"5083","czech electronic",948.666666666667
"4901","deep downtempo fusion",943
"999"," filthstep",941.666666666667
"4176","deep filthstep",941.666666666667
"6800","yu-mex",930
"7553","progressive breaks",927.8
"7619","vaikiskos dainos",924
"4983"," polyphony",921
"5544","ukrainian classical piano",916.5
"7544","brazilian power metal",914
"5596","vintage swing",912.5
"6148","estonian jazz",908
"4753","dark progressive house",898
"5781","italian choir",891.333333333333
"6035","macedonian electronic",888.5
"5549","experimental dubstep",883.6
"6205","musica infantil catala",881
"4930","tamil worship",873
"5629","muzica ardeleneasca",872
"7368","turkish post-punk",872
"7187","modern jangle pop",871
"5297","svensk indie",869.333333333333
"5722","dutch underground hip hop",863.777777777778
"7094","modern mod",862
"1314","mluvene slovo",861.7
"6169","blackgaze",856
"7678","italian stoner rock",846
"7448","balochi pop",842
"6833","jota aragonesa",838
"7234","baroque cello",825.142857142857
"5218","bulgarian metal",819
"5484","byzantine",815
"5197","progressive power metal",807
"3908","latvian electronic",803
"4778","finnish choir",799.5
"6336","greek metal",794
"7020","deep hardcore",790
"6781","candombe",785.5
"4169","classical string trio",777
"5313","oxford choir",774
"6371","orkiestra symfoniczna",773.25
"3773","college marching band",769.5
"7617","french contemporary classical",769
"4497","israeli folk",766
"6123","funeral doom",765
"6674","downtempo fusion",762
"7649","pornogrind",762
"5438","indonesian electronic",756.75
"7064","techno argentina",753
"4978","opera chorus",750.125
"6039","backing track",749
"7750","irish contemporary classical",739
"4825","deep new wave",738
"4843","classical bassoon",735.666666666667
"7450","language",731
"7549","blues band",722
"1493"," vocal house",713.666666666667
"4957","deep vocal house",713.666666666667
"6294","hungarian choir",705.5
"5578","action rock",703
"4849","spacesynth",698
"5144","covertrance",684.2
"5861","ambient fusion",677.5
"4958","classical saxophone quartet",674.5
"6420"," post-metal",670
"7154","chhattisgarhi pop",670
"7346","atmospheric post-metal",670
"2409"," surf music",665
"6588","deep surf music",665
"4075"," discofox",653
"7562","deep discofox",653
"2007","luxembourgian hip hop",649.526315789474
"7571","traditional funk",641
"18"," ukrainian pop",630
"7317","classic ukrainian pop",630
"1824","chinese soundtrack",617.4
"6802","massage",617
"7491","kansai indie",615
"1048"," bulgarian pop",611.75
"7804","classic bulgarian pop",611.75
"6703","swing revival",610.333333333333
"7539","early american folk",608
"5983","music hall",603
"6547","geek folk",600
"6979","danish classical",575
"5563","yogyakarta indie",566.5
"4104","australian choir",566
"4297","guzheng",559
"957","barnalog",558.869565217391
"5287","icelandic choir",557.909090909091
"6923","american oi",554.75
"5587","italo beats",551.666666666667
"6684","euphonium",548
"6747","dragspel",547.5
"7111","musica mallorquina",544
"4207","taiwan experimental",542.5
"6508","malaysian metal",542
"5588","terrorcore",539
"5547","psalmen",535
"7532","duhovne pjesme",534.5
"6908","psybreaks",528
"5430","tamil devotional",527
"4844","traditional reggae",525.75
"2722","decije pesme",520
"4298","paracana",518
"5108","light music",515.428571428571
"7360","western ny metal",514
"4618","deep funk house",507.833333333333
"7503","caucasian folk",504
"4527","synthwave brasileiro",503
"3889","dhrupad",502.333333333333
"7347","fife and drum",499
"4979","iowa hip hop",496
"7460","malaysian traditional",492
"2882","detske pisnicky",489.4
"7379","new mexico music",488.5
"6122","spanish contemporary classical",486
"7255","zambian gospel",479
"6396","umea indie",477
"4080","sunset lounge",466.333333333333
"4920","psicodelia brasileira",462
"4632","string folk",458.5
"6403","rap sergipano",457.75
"4940","east anglia indie",457
"6077","pipa",457
"4338","italian bass",448.285714285714
"7641","streichquartett",444
"5213","raw black metal",441
"5788","medieval ensemble",441
"3832","musica roraimense",437
"1054","chinese new year",432.333333333333
"4913","austrian jazz",429
"5073","rap abc paulista",426.5
"4125","dutch punk",424
"5309","classic eurovision",422.777777777778
"6578","deep hardtechno",417
"6866","rap paraense",407.5
"4258","euroska",407
"3008"," smooth jazz",405.25
"4693","deep smooth jazz",405.25
"5209","drone rock",400
"7437","serbian alternative rock",399
"7746","contrabass",393
"6266","doomcore",387.333333333333
"7660","irish gaelic folk",385
"2849","organic ambient",384.25
"7247","neo metal",381.5
"5005","nhac thieu nhi",374
"7222","musica ecuatoguineana",374
"6193","avant-garde metal",369.5
"4190","musica acoriana",369
"6856","boston metal",366
"6793","speed up turkce",358
"7734","buffalo ny metal",353
"5033","guatemalan indie",350
"6303","djecje pjesme",348
"7370","north carolina indie",343
"5228","kamen rider",337
"4934","heavy gothic rock",335
"4664","demoscene",334.4
"5439","dansk lovsang",322
"6870","deep chill",322
"4894","tamburica",318
"7570","orquesta tropical",318
"7682","classical piano duo",316
"6878","musique militaire",313
"7499","tajik pop",313
"6344","danish contemporary classical",306.75
"5843","czech contemporary classical",306.166666666667
"3938","hangpan",306
"6353","souldies",306
"6905","spanish baroque",305
"4130","grim death metal",304
"4887","luxembourgian electronic",296.5
"7749","musique traditionnelle comorienne",296
"1051","bernu dziesmas",290.555555555556
"5024","deep breakcore",288.666666666667
"7760","psychedelic blues-rock",285
"2239","hjemmesnekk",280.625
"4659","miami metal",277
"4515","viet edm",274.714285714286
"6203","fictitious orchestra",271.666666666667
"6347","paisley underground",270
"5909","jumptek",264
"7292","canadian drill",255.5
"4704","baroque brass",248.333333333333
"4731","lagu sasak",240.5
"4781","disney norsk",237.25
"2543","maldivian pop",237
"4056","botswana hip hop",236
"3799","classical tuba",228.5
"5617","christian symphonic metal",224
"6391","nagpuri pop",219
"7441","glitter trance",215
"6104","odia bhajan",214.75
"7085","neo-industrial rock",212
"7618","dub product",209
"4179","rajasthani folk",208
"4407","austrian techno",205.2
"5642","bohemian baroque",200
"5684","lithuanian jazz",199.666666666667
"7285","belgian classical piano",199
"7515","mexican hardcore",197
"6722","sound effects",195
"4538","lagu betawi",193
"4181","polish early music",191
"3303","old west",187
"6634","nyahbinghi",183
"2777"," hi-nrg",179
"7394","euro hi-nrg",179
"7519","grunneger muziek",179
"4133","musica piauiense",169
"5825","barbershop",166.5
"7803","chinese traditional",166
"7228","glitch beats",160.5
"7178","deep ambient",159.5
"5421","jewish cantorial",156.5
"5185","beatdown",155
"7286","hazaragi pop",155
"7766","esperanto",155
"6349","rap ecuatoguineano",152
"6397","czech swing",149
"6214","canadian choir",146
"1490","koledy",145
"6708","deep full on",144
"7639"," full on",144
"5668","dutch contemporary classical",143
"6498","deep eurodance",140
"6662","belgian contemporary classical",138
"6689","wind quintet",137
"4745","neo honky tonk",135.5
"5878"," honky tonk",135.5
"3854","noel quebecois",135
"6364","australian hardcore",133
"4279","australian classical piano",130
"5321","cinematic dubstep",129
"5697","vintage rockabilly",129
"7690","musica evangelica instrumental",125
"7586","baltic classical piano",124.5
"5426","gospel papiamento",124
"6393","deep indie rock",124
"7411","swedish pop punk",123
"7445","proto-rap",121
"5026","a3",117
"6958","florida death metal",113
"7120","lagu madura",113
"7664","erhu",112
"7707","tavern",109
"7123","slovenian metal",107
"5091","harmonikka",106
"5214","duluth indie",105
"4475","detski pesnichki",101
"4738"," free jazz",101
"5167","polka",101
"7511","deep free jazz",101
"6422","historic string quartet",98
"5308","san antonio rap",97
"7013","new brunswick indie",95
"5655","ohio hardcore",87
"6109","musica maringaense",86
"5818","italian baritone",80
"7468","polish choir",76.5
"5468","funky breaks",76
"6342","romanian contemporary classical",71
"3989","drone psych",70
"7774","beach music",67
"6156","punk ska",65
"3745","vintage western",63
"7496","guidance",63
"5689","barnasogur",62.3333333333333
"4628","vintage hawaiian",62
"6051","gwoka",62
"7742","zohioliin duu",61
"6900","dallas indie",54
"4948","slovenian indie",52
"6806","german contemporary classical",48
"7337","neo-pagan",47
"6815","suomisaundi",46
"7381","humour francais",46
"6988","deep indie pop",42
"7371","staff band",41
"7516","piada",37
"6679","chip hop",36
"6328","boy soprano",35
"6657","whale song",34
"4440","swiss black metal",33
"6003","mountain dulcimer",29
"7263","musique alsacienne",29
"5000","geek rock",27
"5428","glass",24
"6395","musique soninke",23
"6672","triangle indie",23
"3541"," deep tech house",19
"4567","deep deep tech house",19
"7543","lagu maluku",19
"7775","wandelweiser",15
"6485","er ge",13
"3413","lastelaulud",12.0714285714286
"4037","metal paraguayo",12
"4232","shush",12
"5043","musica rapa nui",12
"6898","japanese choir",12
"4111","cornish folk",11
"7455","lagu lampung",11
"7119","folklore panameno",8
"7474","pakistani electronic",6
"7751","moravian folk",6
"7349","ukrainian choir",4
"6092","school choir",3.5
"7747","handbells",3
"4477","bells",2
"6467","organetto",2
"7458","brass quintet",2
"5591","blues-rock guitar",1
"7096","school ensemble",1
"2"," russelater",NA
"6"," lovers rock",NA
"7"," modern reggae",NA
"10"," norrbotten indie",NA
"13"," swedish hip hop",NA
"14"," swedish trap",NA
"15"," swedish trap pop",NA
"19"," ukrainian rock",NA
"27"," icelandic rock",NA
"29"," estonian pop",NA
"30"," jamaican dancehall",NA
"32"," bow pop",NA
"34"," finnish metal",NA
"41"," singaporean mandopop",NA
"42"," singaporean pop",NA
"43"," singaporean singer-songwriter",NA
"46"," turkish trap pop",NA
"50"," thai rock",NA
"53"," norwegian indie",NA
"55"," buffalo hip hop",NA
"58"," upstate ny rap",NA
"60"," egyptian alternative",NA
"61"," egyptian pop",NA
"64"," pinoy indie",NA
"65"," pinoy rock",NA
"69"," future house",NA
"75"," latin pop",NA
"77"," chiptune",NA
"78"," final fantasy",NA
"79"," japanese classical",NA
"80"," japanese vgm",NA
"81"," orchestral soundtrack",NA
"82"," video game music",NA
"85"," pop r&b",NA
"87"," urban contemporary",NA
"89"," indonesian pop rock",NA
"92"," pinoy trap",NA
"93"," tagalog rap",NA
"99"," folclor colombiano",NA
"100"," musica popular colombiana",NA
"104"," sertanejo pop",NA
"105"," sertanejo universitario",NA
"106"," sertanejo",NA
"108"," slowed and reverb",NA
"114"," spanish pop rock",NA
"118"," finnish hip hop",NA
"119"," suomirap",NA
"121"," classic iskelma",NA
"122"," korean r&b",NA
"124"," mizrahi",NA
"126"," australian pop",NA
"127"," australian rock",NA
"130"," pop urbaine",NA
"133"," indie electropop",NA
"134"," indie poptimism",NA
"137"," japanese singer-songwriter",NA
"141"," greek trap",NA
"143"," rap dominicano",NA
